,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,testGetEvtIDs(),141,35,165,24
3,{,314,35,15,24
4,System.out.println(,54,62,208,24
5,"""getEvtIDs""",272,62,121,24
6,);,402,62,22,24
7,Email_DBImpl,55,89,134,24
8,instance,195,89,91,20
11,=,292,89,16,13
10,new,314,89,38,17
9,Email_DBImpl();,357,89,164,24
12,String[],54,116,89,24
13,expResult,152,116,101,24
15,=,259,116,16,13
14,null;,282,116,55,23
16,String[],54,143,89,24
17,result,153,143,67,20
20,=,227,143,16,13
18,instance,249,143,229,24
19,getEvtIDs();,249,143,229,24
21,assertEquals(,54,170,143,24
22,expResult_,206,170,109,24
23,1,206,170,109,24
24,result,325,170,68,20
25,);,402,170,22,24
26,unknown_0,54,224,27,20
36,TODO,86,224,49,19
27,review,142,224,69,20
28,the,217,224,37,20
29,generated,260,224,101,24
37,test,368,224,47,19
30,code,422,224,48,20
31,and,476,224,36,20
39,remove,520,224,69,17
32,the,595,224,37,20
33,default,638,224,79,20
34,call,724,224,48,20
38,to,779,224,26,19
35,fail-,810,224,56,20
40,fail(,54,251,57,24
41,"""The",120,251,47,20
45,test,174,251,46,19
46,case,227,251,48,17
42,is,281,251,26,20
47,a,314,251,16,17
43,prototype_,336,251,121,24
44,);,467,251,21,24
48,unknown_1,11,278,15,24
