,word,x,y,width,height
0,public,12,35,69,24
1,string,86,35,70,24
2,indexToLetter(,162,35,154,24
3,int,324,35,37,20
4,index,368,35,59,20
5,unknown_0,435,35,11,24
6,{,455,35,14,24
7,if,54,62,27,20
8,unknown_1,88,62,12,24
9,index,108,62,59,20
12,==,173,62,27,13
11,0,206,62,15,19
10,unknown_2,229,62,12,24
14,return,99,89,68,19
13,"""a"";",174,89,44,23
15,else,54,116,48,20
16,if,108,116,27,20
17,unknown_3,143,116,11,24
18,index,162,116,59,20
21,==,227,116,27,13
20,1,260,116,16,19
19,unknown_4,283,116,12,24
23,return,99,143,68,19
22,"""b"";",174,143,44,23
24,else,54,170,48,20
25,if,108,170,27,20
26,unknown_5,143,170,11,24
27,index,162,170,59,20
30,==,227,170,27,13
29,2,260,170,15,19
28,unknown_6,283,170,12,24
32,return,99,197,68,19
31,"""c"";",174,197,44,23
33,else,54,224,48,20
34,if,108,224,27,20
35,unknown_7,143,224,11,24
36,index,162,224,59,20
39,==,227,224,27,13
38,3,260,224,15,19
37,unknown_8,283,224,12,24
41,return,99,251,68,19
40,"""d"";",174,251,44,23
42,else,54,278,48,20
43,if,108,278,27,20
44,unknown_9,143,278,11,24
45,index,162,278,59,20
48,==,227,278,27,13
47,4,259,278,17,19
46,unknown_10,283,278,12,24
50,return,99,305,68,19
49,"""e"";",174,305,44,23
51,else,54,332,48,20
52,if,108,332,27,20
53,unknown_11,143,332,11,24
54,index,162,332,59,20
57,==,227,332,27,13
56,5,260,332,15,19
55,unknown_12,283,332,12,24
59,return,99,359,68,19
58,"Tf"";",174,359,44,23
60,else,54,386,48,20
61,if,108,386,27,20
62,unknown_13,143,386,11,24
63,index,162,386,59,20
66,==,227,386,27,13
65,6,260,386,15,19
64,unknown_14,283,386,12,24
68,return,99,413,68,19
67,"""g"";",174,413,44,24
69,else,54,440,48,20
70,if,108,440,27,20
71,unknown_15,143,440,11,24
72,index,162,440,59,20
75,==,227,440,27,13
74,7,260,440,15,19
73,unknown_16,283,440,12,24
77,return,99,467,68,19
76,"Th"";",174,467,44,23
78,else,54,494,48,20
79,if,108,494,27,20
80,unknown_17,143,494,11,24
81,index,162,494,59,20
84,==,227,494,27,13
83,8,260,494,15,19
82,unknown_18,283,494,12,24
86,return,99,521,68,19
85,"""i"";",174,521,44,23
87,else,54,548,48,20
88,if,108,548,27,20
89,unknown_19,143,548,11,24
90,index,162,548,59,20
93,==,227,548,27,13
92,9,260,548,15,19
91,unknown_20,283,548,12,24
95,return,99,575,68,19
94,"""j"";",174,575,44,24
96,else,54,602,48,20
98,return,99,629,68,19
97,null;,174,629,55,23
99,unknown_21,11,656,15,24
