,word,x,y,width,height
0,private,12,35,80,24
1,void,97,35,48,20
2,saveCRCReply(,152,35,143,24
3,clientRemotecontainerReply,303,35,286,24
4,crcReply,594,35,92,24
5,unknown_0,694,35,11,24
6,{,714,35,15,24
7,LoadService,55,62,350,24
8,currentlyWritingFile,55,62,350,24
10,=,411,62,16,13
9,true;,433,62,55,22
11,string,54,89,70,24
12,mySavingPath,130,89,134,24
17,=,270,89,16,13
13,LoadService,293,89,455,23
14,SERVICE,293,89,455,23
15,NODE,293,89,455,23
16,DESCRIPTION_FILE;,293,89,455,23
19,try,55,116,37,23
18,{,98,116,15,24
20,Objectoutputstream,97,143,200,24
25,out,303,143,36,19
28,=,346,143,16,13
26,new,368,143,38,17
21,Objectoutputstream(,411,143,208,24
27,new,627,143,38,17
22,Fileoutputstreame,671,143,185,24
23,mySavingPath,864,143,135,24
24,));,1007,143,32,24
29,out,98,170,175,24
30,writeobject,98,170,175,24
31,crcReply,281,170,92,24
32,);,381,170,21,24
33,out,98,197,131,24
34,flush();,98,197,131,24
35,out.close();,98,224,131,24
36,unknown_1,55,278,14,24
37,catch,76,278,58,20
38,unknown_2,143,278,11,24
39,FileNotFoundException,163,278,231,24
42,e1,400,278,27,19
40,unknown_3,435,278,11,24
41,{,455,278,15,24
43,elprintstackTrace();,98,305,228,24
44,unknown_4,55,332,14,24
45,catch,76,332,58,20
46,unknown_5,143,332,11,24
47,IOException,163,332,123,24
50,e1,292,332,27,19
48,unknown_6,327,332,11,24
49,{,347,332,14,24
51,elprintstackTrace();,98,359,228,24
52,unknown_7,55,386,14,24
53,LoadService,55,413,350,24
54,currentlyWritingFile,55,413,350,24
56,=,411,413,16,13
55,false;,432,413,67,23
57,unknown_8,11,440,15,24
