,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,addDbArgs,141,35,110,24
3,Listsstring?,261,35,133,24
6,args,400,35,48,21
4,unknown_0,456,35,12,24
5,{,476,35,15,24
7,args.add,54,62,100,24
8,currentconnection,162,62,318,20
9,driverclass,162,62,318,20
10,);,489,62,21,24
11,args.add,54,89,100,24
12,currentconnection.url,162,89,232,20
13,);,402,89,22,24
14,args.add,54,116,100,24
15,currentconnection,162,116,242,20
16,user,162,116,242,20
17,);,413,116,21,24
18,args.add,54,143,100,24
19,currentconnection,162,143,286,24
20,password,162,143,286,24
21,);,456,143,22,24
22,if,54,197,27,20
23,unknown_1,88,197,12,24
24,currentconnection.jar1.trim(),108,197,326,24
25,Length(),434,197,88,24
29,unknown_5,530,197,15,16
28,unknown_4,551,197,16,19
26,unknown_2,575,197,12,24
27,unknown_3,595,197,15,24
30,args.add(,98,224,99,24
31,"""-jdbcjar""",207,224,110,24
32,);,327,224,21,24
33,args.add(,98,251,99,24
34,currentconnection.jarl.trim(),206,251,316,24
35,);,532,251,21,24
36,unknown_6,55,278,14,24
37,if,54,305,27,20
38,unknown_7,88,305,12,24
39,currentconnection.jar2.trim(),108,305,326,24
40,Length(),434,305,88,24
44,unknown_11,530,305,15,16
43,unknown_10,551,305,16,19
41,unknown_8,575,305,12,24
42,unknown_9,595,305,15,24
45,args.add(,98,332,99,24
46,"""-jdbcjarz""",207,332,121,24
47,);,337,332,22,24
48,args.add(,98,359,99,24
49,currentconnection.jar2.trim(),206,359,316,24
50,);,532,359,21,24
51,unknown_12,55,386,14,24
52,unknown_13,11,413,15,24
