,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,invalidateSession(,141,35,197,24
3,String,346,35,69,24
4,"uid,",422,35,44,23
5,string,475,35,70,24
6,sid,552,35,36,20
7,unknown_0,597,35,11,24
8,{,617,35,15,24
9,cat,54,62,111,24
10,debug(,54,62,111,24
11,=>,174,62,47,18
12,invalidateSession(,227,62,197,24
13,unknown_1,434,62,13,13
26,unknown_7,454,62,16,16
14,string,475,62,165,24
15,valueof(,475,62,165,24
16,uid,649,62,36,20
17,unknown_2,694,62,11,24
27,unknown_8,713,62,16,16
18,unknown_3,736,62,22,23
19,unknown_4,769,62,13,13
28,unknown_9,789,62,16,16
20,string,810,62,165,24
21,valueof,810,62,165,24
22,sid,984,62,36,20
23,unknown_5,1029,62,11,24
29,unknown_10,1048,62,16,16
24,unknown_6,1071,62,35,24
25,);,1115,62,21,24
30,synchronized,55,116,133,24
31,unknown_11,197,116,11,24
32,lock,218,116,46,20
33,unknown_12,273,116,11,24
34,{,293,116,14,24
35,uid2sid.remove,98,143,164,24
36,uid,271,143,36,20
37,);,316,143,21,24
38,sid2ssc.remove,98,170,164,24
39,sid,271,170,36,20
40,);,316,170,21,24
41,sidzttl.remove,98,197,164,24
42,sid,271,197,36,20
43,);,316,197,21,24
44,unknown_13,55,224,14,24
45,cat,54,251,111,24
46,debug(,54,251,111,24
47,<==,174,251,47,18
48,"invalidateSession()""",227,251,220,24
49,);,456,251,22,24
50,unknown_14,11,278,15,24
