,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,C,141,35,262,24
3,learFieldersFromField(),141,35,262,24
4,{,412,35,14,24
5,unknown_0,54,62,27,20
6,clear,87,62,58,20
7,all,152,62,37,20
8,fielders,195,62,91,20
9,from,292,62,48,20
10,field,346,62,58,20
11,for,54,89,37,20
12,unknown_1,99,89,12,24
13,int,119,89,37,20
14,1,162,89,16,20
22,=,184,89,16,13
20,0;,206,89,23,22
15,1,238,89,16,20
21,unknown_3,259,89,16,16
16,boardxdimension;,282,89,174,23
17,i++,465,89,37,20
18,unknown_2,510,89,12,24
19,{,530,89,15,24
23,for,98,116,36,20
24,unknown_4,143,116,11,24
25,int,162,116,37,20
26,j,206,116,13,24
34,=,227,116,16,13
32,0;,249,116,23,22
27,j,281,116,14,24
33,unknown_6,303,116,16,15
28,boardYDimension;,325,116,174,23
29,j++,508,116,37,24
30,unknown_5,553,116,12,24
31,{,574,116,14,24
35,for,141,143,37,20
36,unknown_7,186,143,11,24
37,int,206,143,36,20
43,a,249,143,16,17
46,=,270,143,16,13
41,0;,292,143,24,22
44,a,324,143,17,17
45,unknown_9,346,143,16,15
38,boardzdimension;,368,143,174,23
42,a++,551,143,38,18
39,unknown_8,597,143,11,24
40,{,617,143,15,24
47,cricketFieldPositions[,184,170,241,24
48,1,432,170,16,20
49,][,455,170,24,24
50,j,486,170,14,24
51,J[,509,170,24,24
54,a,540,170,17,17
52,unknown_10,563,170,12,24
55,=,583,170,16,13
53,0;,605,170,24,22
56,unknown_11,141,197,15,24
57,unknown_12,98,224,14,24
58,unknown_13,55,251,14,24
59,unknown_14,11,278,15,24
