,word,x,y,width,height
0,private,12,35,80,24
1,void,97,35,48,20
2,Zoad(,153,35,55,24
3,LockedFile,217,35,112,20
4,file,335,35,48,20
5,unknown_0,391,35,12,24
6,throws,411,35,69,20
7,SQLIOException,486,35,156,24
8,unknown_1,649,35,15,24
9,file.setPosition(,54,62,187,24
11,POS,249,62,113,21
12,HEADER,249,62,113,21
10,);,370,62,21,24
13,byte[],55,116,67,24
14,buffer,130,116,69,20
20,=,205,116,16,13
19,new,228,116,37,17
15,byte[,271,116,57,24
17,BASE,335,116,178,21
18,HEADER_SIZE,335,116,178,21
16,J;,520,116,22,24
21,file,54,143,111,24
22,read(,54,143,111,24
23,buffer,174,143,76,23
25,0,260,143,22,22
26,BASE,292,143,178,21
27,HEADER_SIZE,292,143,178,21
24,);,478,143,21,24
30,type,55,197,47,23
33,=,108,197,16,13
28,buffer[,130,197,79,24
31,POS,217,197,91,21
32,TYPE,217,197,91,21
29,J;,315,197,22,24
34,lastUpdate,56,224,111,24
41,=,173,224,16,13
35,decode3Date,195,224,132,24
36,buffer,336,224,76,23
38,POS,422,224,167,21
39,LAST,422,224,167,21
40,UDPATE,422,224,167,21
37,);,597,224,21,24
42,recordsNum,55,251,113,20
49,=,173,251,16,13
43,DbfUtils.decodeLittleUint16(,195,251,305,24
44,buffer,509,251,76,23
46,POS,595,251,166,21
47,RECORDS,595,251,166,21
48,NUM,595,251,166,21
45,);,770,251,21,24
50,recordsize,55,278,112,20
56,=,173,278,16,13
51,DbfUtils.decodeLittleUint16(,195,278,305,24
52,buffer,509,278,76,23
54,POS,595,278,167,21
55,RECORD_SIZE,595,278,167,21
53,);,770,278,21,24
57,headersize,55,305,112,20
63,=,173,305,16,13
58,DbfUtils.decodeLittleUint16(,195,305,305,24
59,buffer,509,305,76,23
61,POS,595,305,167,21
62,HEADER_SIZE,595,305,167,21
60,);,770,305,21,24
64,verifyAndFixHeader,54,359,208,24
65,file,270,359,49,20
66,);,327,359,21,24
67,unknown_2,11,386,15,24
