,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,testcookieGreaterThan(),141,35,251,24
3,throws,400,35,69,20
4,ServletException,475,35,185,24
5,JspException,681,35,134,24
6,unknown_0,822,35,15,24
7,GreaterThanTag,54,62,156,24
9,gt,216,62,26,23
11,=,249,62,16,13
10,new,271,62,37,17
8,GreaterThanTag();,313,62,186,24
12,'setPageContext,54,89,197,24
13,gt,54,89,197,24
15,pageContext,260,89,122,23
14,);,391,89,22,24
16,",setcookie(",54,116,143,24
17,gt,54,116,143,24
19,COOKIE_KEY,205,116,114,21
18,);,327,116,21,24
20,",setValue",54,143,133,24
21,gt,54,143,133,24
23,LESSER,196,143,112,21
24,VAL,196,143,112,21
22,);,316,143,21,24
25,assertTrue,54,197,122,24
26,"""Cookie",99,224,79,20
27,Value,183,224,60,20
28,unknown_1,251,224,23,24
40,unknown_4,281,224,16,16
35,GREATER,303,224,124,21
36,VAL,303,224,124,21
41,unknown_5,432,224,16,16
29,unknown_2,455,224,24,24
30,is,486,224,26,20
37,greater,519,224,80,23
31,than,606,224,47,20
32,value,659,224,59,20
33,unknown_3,726,224,23,24
42,unknown_6,756,224,16,16
38,LESSER,779,224,112,21
39,VAL,779,224,112,21
43,unknown_7,897,224,16,16
34,""")""",920,224,43,24
44,gt.condition());,98,251,174,24
45,unknown_8,11,278,15,24
