,word,x,y,width,height
0,private,12,35,80,24
1,void,97,35,48,20
2,setUpMrj(),152,35,111,24
3,unknown_0,271,35,15,24
4,Belvedere4.mrjVersion,55,62,231,24
9,=,292,62,16,13
5,System.getProperty(,313,62,209,24
6,"""mrj",531,62,142,24
7,"version""",531,62,142,24
8,);,683,62,21,24
10,if,54,116,27,20
11,unknown_1,88,116,12,24
12,Belvedere4.mrjVersion,109,116,231,24
16,==,346,116,27,13
13,null,379,116,48,20
14,unknown_2,435,116,11,24
15,return;,455,116,77,22
18,try,55,143,37,23
17,{,98,143,15,24
19,Belvedere4.mrjMajorVersion,98,170,285,24
24,=,389,170,16,13
20,DoubZe.valueof,411,170,165,24
21,Belvedere4.mrjVersion.substring(,584,170,348,24
22,0,940,170,23,22
23,3,973,170,15,19
25,)),13,197,184,24
26,doubZeValue();,13,197,184,24
27,unknown_3,55,224,14,24
28,catch,76,224,58,20
29,unknown_4,143,224,11,24
30,Exception,163,224,101,24
33,e,270,224,16,17
31,unknown_5,294,224,12,24
32,{,314,224,15,24
34,Belvedere4.mrjMajorVersion,98,251,285,24
36,=,389,251,16,13
35,0;,411,251,23,22
37,unknown_6,55,278,14,24
38,unknown_7,11,305,15,24
