,word,x,y,width,height
0,private,12,35,80,24
1,void,97,35,48,20
2,setTopAttributes,152,35,186,24
3,Attributes,345,35,113,20
4,from,465,35,48,20
5,unknown_0,521,35,12,24
6,unknown_1,541,35,15,24
7,for,54,62,37,20
8,unknown_2,99,62,12,24
9,int,119,62,37,20
10,1,162,62,16,20
18,=,184,62,16,13
16,0;,206,62,23,22
11,1,238,62,16,20
17,unknown_5,259,62,16,16
12,from.getLength();,281,62,186,24
13,i++,476,62,37,20
14,unknown_3,521,62,12,24
15,unknown_4,541,62,15,24
19,"topMenu,setAttribute",98,89,229,24
20,from.getLocaName,335,89,197,24
21,1,540,89,16,20
22,unknown_6,564,89,21,24
23,from.getValue,594,89,154,24
24,1,756,89,16,20
25,unknown_7,780,89,12,24
26,);,802,89,21,24
27,"topMenu,setAttribute",98,116,229,24
28,from.getQName,335,116,154,24
29,1,497,116,16,20
30,unknown_8,521,116,21,24
31,from.getValue,551,116,154,24
32,1,713,116,16,20
33,unknown_9,737,116,12,24
34,);,759,116,21,24
35,unknown_10,55,143,14,24
36,unknown_11,11,170,15,24
