,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,testGetclassification(),141,35,251,24
3,{,401,35,14,24
4,System.out.println(,54,62,208,24
5,"""getclassification""",272,62,207,24
6,);,489,62,21,24
7,systemclient_,54,89,211,24
8,DBImpl,54,89,211,24
9,instance,270,89,92,20
13,=,367,89,16,13
12,new,390,89,37,17
10,Systemclient_,432,89,240,24
11,DBImpl();,432,89,240,24
16,Set,54,143,37,19
14,expResult,98,143,101,24
17,=,205,143,16,13
15,null;,228,143,55,23
21,Set,54,170,37,19
18,result,99,170,67,20
22,=,173,170,16,13
19,instance,195,170,315,24
20,getclassification();,195,170,315,24
23,assertEquals(,54,197,143,24
24,expResult_,206,197,109,24
25,1,206,197,109,24
26,result,325,197,68,20
27,);,402,197,22,24
28,unknown_0,54,251,27,20
38,TODO,86,251,49,19
29,review,142,251,69,20
30,the,217,251,37,20
31,generated,260,251,101,24
39,test,368,251,47,19
32,code,422,251,48,20
33,and,476,251,36,20
41,remove,520,251,69,17
34,the,595,251,37,20
35,default,638,251,79,20
36,call,724,251,48,20
40,to,779,251,26,19
37,fail-,810,251,56,20
42,fail(,54,278,57,24
43,"""The",120,278,47,20
47,test,174,278,46,19
48,case,227,278,48,17
44,is,281,278,26,20
49,a,314,278,16,17
45,prototype_,336,278,121,24
46,);,467,278,21,24
50,unknown_1,11,305,15,24
