,word,x,y,width,height
0,private,12,35,80,24
1,void,97,35,48,20
2,checksetLayout,152,35,164,24
3,int,324,35,37,20
4,layout,369,35,75,24
5,String,454,35,69,24
6,field,530,35,58,20
7,unknown_0,597,35,11,24
8,{,617,35,15,24
9,filter.setLayoutIndex(,54,62,241,24
10,layout,304,62,68,24
11,);,381,62,21,24
12,assertEquals(,54,89,143,24
13,"""The",207,89,47,20
14,layout,261,89,67,24
15,Index,336,89,58,20
20,was,399,89,38,17
16,unknown_1,444,89,13,13
19,unknown_2,465,89,16,16
17,filter,486,89,252,24
18,getLayoutIndex(),486,89,252,24
30,unknown_5,141,116,16,16
21,unknown_3,164,116,13,13
22,and,184,116,37,20
29,not,228,116,36,19
23,unknown_4,272,116,13,13
31,unknown_6,292,116,16,16
24,layout,315,116,75,24
25,Zayout,401,116,76,24
26,filter,486,116,252,24
27,getLayoutIndex(),486,116,252,24
28,);,748,116,21,24
32,string,54,170,70,24
33,fld,130,170,37,20
39,=,173,170,16,13
34,fieldList.getValueAt,195,170,229,24
37,"1,",433,170,22,22
38,0,465,170,16,19
35,),489,170,140,24
36,tostring();,489,170,140,24
40,assertEquals(,54,197,143,24
41,"""Expected",207,197,100,24
42,field,314,197,58,20
43,unknown_7,382,197,21,13
53,unknown_10,411,197,16,16
44,field,432,197,59,20
54,unknown_11,497,197,16,16
45,unknown_8,520,197,22,13
46,but,552,197,36,20
52,got,594,197,37,23
47,unknown_9,639,197,13,13
55,unknown_12,659,197,16,16
48,"fld,",681,197,44,23
49,"field,",735,197,66,23
50,fld,810,197,37,20
51,);,856,197,21,24
56,unknown_13,11,224,15,24
