word,predicted_word,x,y,width,height
public,public,12,35,69,24
List,List,88,35,46,20
getCollaborateCollection(,getcollaboratecollectiong,141,35,272,24
String,string,421,35,70,24
userID,userID,498,35,69,19
),),575,35,12,24
throws,throws,595,35,69,20
AccessException,AccessException,669,35,168,24
{,{,844,35,14,24
logger.debug(,logger,56,62,141,24
-----------,debug,56,62,141,24
"""entering","""entering",207,62,100,24
"getCollaborateCollection()""","getcollaboratecollection()""",314,62,295,24
);,);,618,62,22,24
String,string,54,89,70,24
query,query,130,89,59,21
=,=,195,89,16,13
"""SELECT","""SELECT",218,89,79,20
collection,collection_,303,89,156,20
"PID,",PID,303,89,156,20
"PID,","PID,",465,89,44,22
collection.TITLE,collection.TITLE,519,89,178,20
"TITLE,","TITLE,",702,89,66,22
"""","""",779,89,13,13
+,+,141,116,16,16
"""","""",164,116,13,13
collectionrole.ROLE,collectionrole.ROLE,184,116,210,20
ROLE,ROLE,400,116,48,19
FROM,FROM,455,116,47,19
"collectionrole,",collectionrole,508,116,163,23
collection,collection,681,116,112,20
WHERE,WHERE,799,116,60,19
"""","""",866,116,13,13
+,+,141,143,16,16
"""","""",164,143,13,13
collectionrole.USERID,collectionrole.USERID,184,143,232,20
=,=,421,143,16,13
"""","""",446,143,22,13
+,+,475,143,16,16
userID,userID,498,143,69,19
+,+,573,143,16,16
"""'""","""'""",596,143,34,13
+,+,141,170,16,16
"""","""",164,170,13,13
AND,AND,183,170,39,19
collectionrole.COLLECTIONPID,collectionrole.COLLECTIONPID,227,170,308,20
=,=,540,170,16,13
"collection.PID""","collection.PID""",562,170,165,20
+,+,141,197,16,16
"""","""",164,197,13,13
AND,AND,183,197,39,19
collection.ROOT,collection.ROOT,227,197,168,20
=,=,400,197,16,13
"'1'"";",'1',425,197,53,23
List,List,55,224,46,20
list,list,110,224,46,20
=,=,162,224,16,13
buildResult(,buildResult,184,224,132,24
query,query,324,224,60,21
);,);,391,224,22,24
return,return,55,251,69,19
list;,list;,131,251,55,23
},},11,278,15,24
