,word,x,y,width,height
0,private,12,35,80,24
1,void,97,35,48,20
2,adddigit(,152,35,99,24
3,char,260,35,47,20
4,digit,314,35,58,24
5,unknown_0,381,35,11,24
6,{,401,35,14,24
7,if,54,62,27,20
8,unknown_1,88,62,12,24
9,digit,108,62,58,24
16,==,173,62,27,13
10,0,209,62,31,20
14,&&,248,62,28,19
11,value.equals(,281,62,143,24
12,0,434,62,34,20
13,)),478,62,22,24
15,return;,509,62,77,22
17,if,54,89,27,20
18,unknown_2,88,89,12,24
19,value.equals(,108,89,143,24
20,0,261,89,34,20
21,)),305,89,22,24
22,value,335,89,59,20
24,=,400,89,16,13
23,unknown_3,423,89,33,23
25,if,54,116,27,20
26,unknown_4,88,116,12,24
27,update,109,116,69,24
28,unknown_5,186,116,12,24
29,{,206,116,15,24
30,value,97,143,60,20
32,=,162,143,16,13
31,unknown_6,185,143,33,23
33,minus,97,170,59,20
35,=,162,170,16,13
34,false;,184,170,67,23
37,comma,98,197,59,17
38,=,162,197,16,13
36,false;,184,197,67,23
39,unknown_7,55,224,14,24
40,update,55,251,69,24
42,=,130,251,16,13
41,false;,152,251,66,23
43,value,54,278,59,20
45,+=,119,278,27,16
44,digit;,152,278,66,24
46,showValue();,55,305,131,24
47,unknown_8,11,332,15,24
