,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,go(,141,35,35,24
3,String,184,35,69,24
4,theUserName,260,35,123,20
5,unknown_0,391,35,12,24
6,{,412,35,14,24
8,try,55,62,37,23
7,{,98,62,15,24
16,new,98,89,38,17
9,ChatUI=,141,89,89,24
10,(,141,89,89,24
11,MessageInputReceiver,238,89,220,24
12,unknown_1,467,89,12,24
13,"this,",487,89,55,23
14,theUserName,552,89,123,20
15,);,683,89,21,24
17,unknown_2,98,116,26,20
18,shake,131,116,58,20
19,hands,195,116,58,20
20,writer,97,143,165,24
21,println(,97,143,165,24
22,theUserName,271,143,123,20
23,);,402,143,22,24
24,writer,97,170,165,24
25,flush();,97,170,165,24
26,unknown_3,98,197,26,20
30,OK,130,197,27,19
32,means,162,197,59,17
27,init,227,197,47,20
28,with,280,197,49,20
33,server,336,197,68,17
31,went,410,197,48,19
29,well,464,197,49,20
34,if,98,251,26,20
35,unknown_4,132,251,11,24
36,reader.readLine().equals(,153,251,271,24
37,"""0k""",434,251,45,20
38,)),489,251,22,24
39,{,520,251,14,24
40,initialized,141,278,123,20
42,=,270,278,16,13
41,true;,292,278,56,22
43,readchat();,142,305,120,24
44,unknown_5,98,332,14,24
45,else,119,332,48,20
46,{,174,332,15,24
47,bailout,141,359,89,24
52,new,238,359,38,17
48,IOException(,282,359,131,24
49,"""handshake",423,359,112,20
50,"failed""",540,359,79,20
51,));,629,359,32,24
53,unknown_6,98,386,14,24
54,unknown_7,55,413,14,24
55,catch,76,413,58,20
56,unknown_8,143,413,11,24
57,IOException,163,413,123,24
58,ioe,292,413,37,20
59,unknown_9,337,413,12,24
60,{,358,413,14,24
61,bailout,98,440,89,24
62,ioe,195,440,37,20
63,);,240,440,22,24
64,unknown_10,55,467,14,24
65,catch,76,467,58,20
66,unknown_11,143,467,11,24
67,Exception,163,467,101,24
70,e,270,467,16,17
68,unknown_12,294,467,12,24
69,{,314,467,15,24
71,bailout,98,494,89,24
73,e,195,494,16,17
72,);,219,494,21,24
74,unknown_13,55,521,14,24
75,unknown_14,11,548,15,24
