,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,wndPreferences(),140,35,177,24
3,unknown_0,325,35,15,24
4,log,56,62,141,24
5,entering(,56,62,141,24
6,"""MainWindow""",207,62,140,23
7,"'wndPreferences""",358,62,175,20
8,);,543,62,21,24
9,PropertiesDlg,55,89,144,24
10,propdlg,206,89,80,24
15,=,292,89,16,13
14,new,314,89,38,17
11,PropertiesDlg(,357,89,154,24
12,this,519,89,47,20
13,);,575,89,21,24
16,propdlg.setModal(,55,116,186,24
18,true,249,116,48,19
17,);,305,116,21,24
19,propdlg.setVisible,55,143,207,24
21,true,271,143,48,19
20,);,327,143,21,24
22,log.exiting(,56,170,131,24
23,"""MainWindow""",196,170,140,23
24,"""wndPreferences""",347,170,175,20
25,);,532,170,21,24
26,unknown_1,11,197,15,24
