,word,x,y,width,height
0,public,12,35,69,24
1,int,87,35,36,20
2,setSecurityMode,131,35,166,24
3,unknown_0,305,35,11,24
4,int,324,35,37,20
5,"Level,",369,35,65,23
6,String,443,35,69,24
7,authToken,519,35,101,20
8,unknown_1,629,35,12,24
9,throws,649,35,69,20
10,RemoteException,724,35,167,24
11,{,898,35,14,24
12,if,54,62,27,20
13,unknown_2,88,62,12,24
14,'this.authToken.equals,112,62,247,24
15,authToken,368,62,101,20
16,)){,478,62,35,24
17,throw,98,89,59,20
23,new,163,89,37,17
18,RemoteException(,206,89,175,24
19,Invalid,390,89,90,20
20,Login,487,89,58,24
21,"Token""",551,89,68,20
22,);,629,89,21,24
24,unknown_3,55,116,14,24
25,ServerSettingBean.setSecureMode,54,143,349,24
26,unknown_4,412,143,24,13
29,unknown_5,443,143,16,16
27,level,466,143,58,20
28,);,532,143,21,24
30,serverSettingBean.updateSettings();,55,170,379,24
31,securityMode,55,197,134,24
33,=,195,197,16,13
32,Level;,218,197,65,23
35,return,55,224,69,19
34,securityMode;,131,224,141,24
36,unknown_6,11,251,15,24
