,word,x,y,width,height
0,private,12,35,80,24
1,void,97,35,48,20
2,readFromFile(),153,35,153,24
3,{,314,35,15,24
5,try,55,62,37,23
4,{,98,62,15,24
6,FileReader,98,89,112,20
7,fr,216,89,26,20
12,=,249,89,16,13
11,new,271,89,37,17
8,FileReader,314,89,121,24
9,"this,credentials",444,89,176,20
10,);,629,89,21,24
13,BufferedReader,98,116,155,20
14,br,260,116,26,20
19,=,292,116,16,13
18,new,314,116,38,17
15,BufferedReader,357,116,165,24
16,fr,530,116,26,20
17,);,564,116,22,24
20,this.username,98,143,145,20
23,=,249,143,16,13
21,br,271,143,153,24
22,readLine();,271,143,153,24
24,this,98,170,144,24
25,password,98,170,144,24
28,=,249,170,16,13
26,br,271,170,153,24
27,readLine();,271,170,153,24
29,br,98,197,120,24
30,close();,98,197,120,24
31,fr.close();,98,224,120,24
32,unknown_0,55,251,14,24
33,catch,54,278,59,20
34,unknown_1,121,278,12,24
35,Exception,141,278,101,24
38,e,249,278,16,17
36,unknown_2,273,278,11,24
37,{,293,278,14,24
39,this.username,98,305,145,20
41,=,249,305,16,13
40,unknown_3,272,305,33,23
42,this,98,332,144,24
43,password,98,332,144,24
45,=,249,332,16,13
44,unknown_4,272,332,33,23
46,unknown_5,55,359,14,24
47,unknown_6,11,386,15,24
