,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,testValidateSeparationcount(),141,35,316,24
3,{,466,35,14,24
5,try,55,62,37,23
4,{,98,62,15,24
6,Lineardimension.validateSeparationcount,99,89,433,24
8,unknown_0,540,89,16,19
7,);,564,89,22,24
9,fail();,98,116,77,24
10,unknown_1,55,143,14,24
11,catch,76,143,58,20
12,unknown_2,143,143,11,24
13,IlZegaArgumentException,163,143,263,24
16,ex,432,143,27,17
14,unknown_3,467,143,12,24
15,unknown_4,487,143,15,24
17,unknown_5,98,170,26,20
18,ok,130,170,26,20
19,unknown_6,55,197,14,24
21,try,55,224,37,23
20,{,98,224,15,24
22,Lineardimension.validateSeparationcount,99,251,433,24
24,-2,542,251,25,19
23,);,575,251,21,24
25,fail();,98,278,77,24
26,unknown_7,55,305,14,24
27,catch,76,305,58,20
28,unknown_8,143,305,11,24
29,IlZegaArgumentException,163,305,263,24
32,ex,432,305,27,17
30,unknown_9,467,305,12,24
31,unknown_10,487,305,15,24
33,unknown_11,98,332,26,20
34,ok,130,332,26,20
35,unknown_12,55,359,14,24
36,Lineardimension.validateSeparationcount,55,386,434,24
38,1,497,386,16,19
37,);,521,386,21,24
39,Lineardimension.validateSeparationcount,55,413,434,24
41,2988,497,413,48,19
40,);,553,413,22,24
42,unknown_13,11,440,15,24
