,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,moveUpTarget,140,35,144,24
3,int,292,35,36,20
4,index,335,35,59,20
5,unknown_0,402,35,12,24
6,{,422,35,15,24
7,Object,54,62,69,24
11,target=,130,62,81,23
8,targets.get,217,62,132,24
9,index,357,62,59,20
10,);,424,62,21,24
12,if,54,116,27,20
13,unknown_1,88,116,12,24
14,index,108,116,59,20
22,==,173,116,27,13
20,0,206,116,15,19
15,unknown_2,231,116,8,24
16,unknown_3,241,116,9,24
21,target,260,116,68,23
23,==,335,116,27,13
17,null,368,116,48,20
18,unknown_4,424,116,11,24
19,{,444,116,15,24
24,return;,99,144,76,22
25,unknown_5,55,170,14,24
26,"targets,set",55,197,132,24
34,"targets,set",55,197,132,24
40,log,56,197,109,24
41,debug,56,197,109,24
42,'New,174,197,48,20
27,index,195,197,66,23
28,1,195,197,66,23
35,index,195,197,59,20
43,"ordering""",227,197,101,24
39,unknown_7,261,197,13,8
29,targets.get,271,197,132,24
37,"1,",281,197,23,22
38,target,314,197,68,23
44,);,337,197,22,24
36,);,391,197,22,24
30,index,411,197,59,20
33,unknown_6,477,197,13,8
32,1,497,197,16,19
31,));,521,197,32,24
45,for,54,305,37,20
46,unknown_8,99,305,12,24
47,int,119,305,37,20
48,1,162,305,16,20
56,=,184,305,16,13
54,0;,206,305,23,22
49,1,238,305,16,20
55,unknown_10,259,305,16,16
50,targets.size();,282,305,163,24
51,i++,454,305,37,20
52,unknown_9,499,305,12,24
53,{,520,305,14,24
57,log.debug,99,332,109,24
58,"""|t""",218,332,45,24
63,unknown_11,270,332,16,16
59,1,292,332,16,20
64,unknown_12,313,332,16,16
60,targets.get,336,332,132,24
61,1,476,332,16,20
62,));,499,332,33,24
65,unknown_13,55,359,14,24
66,unknown_14,11,386,15,24
