,word,x,y,width,height
0,public,12,35,69,24
1,boolean,87,35,80,20
2,equals(,173,35,78,24
3,Object,259,35,69,24
4,obj,335,35,35,24
5,unknown_0,381,35,11,24
6,{,401,35,14,24
7,if,54,62,27,20
8,unknown_1,88,62,12,24
9,obj,108,62,35,24
20,==,151,62,27,13
10,null,184,62,48,20
11,unknown_2,241,62,9,24
12,unknown_3,252,62,9,24
13,unknown_4,272,62,12,24
14,obj,292,62,35,24
15,getclass(),328,62,118,24
19,!=,457,62,24,19
16,getclass(),486,62,111,24
17,)),607,62,23,24
18,{,638,62,15,24
22,return,99,89,68,19
21,false;,173,89,67,23
23,unknown_5,55,116,14,24
24,cSSConditionalSelectorImpl,54,143,286,24
29,S,347,143,14,17
30,=,367,143,16,13
25,unknown_6,391,143,12,24
26,CSSConditionalSelectorImpl,411,143,286,24
27,unknown_7,705,143,11,24
28,obj;,724,143,45,24
38,return,55,170,69,19
31,unknown_8,132,170,11,24
32,S.simpleselector.equals(,152,170,262,24
33,simpleSelector,422,170,155,24
34,unknown_9,586,170,11,24
39,&&,604,170,29,19
35,S.condition.equals(,638,170,208,24
36,condition,854,170,101,20
37,));,964,170,32,24
40,unknown_10,11,197,15,24
