,word,x,y,width,height
0,private,12,35,80,24
1,void,97,35,48,20
2,removeRedundantoperations,153,35,282,24
3,OBEXElement,443,35,123,20
4,file,573,35,55,23
5,List<,639,35,58,20
6,OBEXElement,702,35,123,20
10,unknown_2,832,35,16,16
7,filesToRemove,854,35,145,20
8,unknown_0,1007,35,12,24
9,unknown_1,1027,35,15,24
11,OBEXElement,54,62,123,20
12,parentFolder,184,62,134,24
14,=,324,62,16,13
13,file;,346,62,56,23
15,log,56,89,109,24
16,debug,56,89,109,24
17,"""Removing",174,89,101,24
18,redundant,282,89,100,20
19,"operations""",389,89,122,24
20,);,521,89,21,24
21,while,53,143,60,20
22,unknown_3,121,143,22,24
23,parentFolder,152,143,134,24
31,=,292,143,16,13
24,parentFolder,314,143,262,24
25,getParent(),314,143,262,24
26,unknown_4,586,143,11,24
30,!=,608,143,24,19
27,null,638,143,48,20
28,unknown_5,694,143,11,24
29,unknown_6,714,143,15,24
32,if,98,170,26,20
33,unknown_7,132,170,11,24
34,filesToRemove,152,170,251,24
35,contains(,152,170,251,24
36,parentFolder,411,170,134,24
37,)),553,170,23,24
38,{,584,170,15,24
39,filesToRemove,141,197,229,24
40,remove,141,197,229,24
41,file,378,197,49,20
42,);,435,197,21,24
43,file,141,224,48,20
45,=,195,224,16,13
44,parentFolder;,217,224,142,24
46,unknown_8,98,251,14,24
47,unknown_9,55,278,14,24
48,unknown_10,11,305,15,24
