,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,addPKcolumn(,141,35,132,24
3,String,281,35,69,24
4,aPKcoName,357,35,113,20
5,unknown_0,478,35,11,24
6,throws,498,35,68,20
7,IllegalArgumentException,573,35,264,24
8,{,844,35,14,24
9,Column,54,62,70,20
10,col,130,62,37,20
17,=,173,62,16,13
11,unknown_1,197,62,11,24
12,Column,216,62,70,20
13,unknown_2,294,62,12,24
14,colMap.get,314,62,121,24
15,aPkcoName,443,62,113,20
16,);,564,62,22,24
18,if,54,116,27,20
19,unknown_3,88,116,12,24
20,col,108,116,38,20
24,==,151,116,27,13
21,null,184,116,48,20
22,unknown_4,240,116,12,24
23,{,260,116,15,24
25,throw,98,143,59,20
33,new,163,143,37,17
26,IllegaArgumentException,206,143,263,24
27,unknown_5,477,143,12,24
28,"""The",498,143,47,20
29,column,551,143,69,20
30,unknown_6,630,143,22,24
32,unknown_7,659,143,16,16
31,aPKcoZName,681,143,113,20
44,unknown_11,270,170,16,16
34,unknown_8,293,170,22,24
35,does,324,170,48,20
42,not,379,170,36,19
36,belong,422,170,69,24
43,to,498,170,26,19
37,the,530,170,37,20
38,table,573,170,59,20
39,unknown_9,641,170,22,24
45,unknown_12,670,170,16,16
47,name,692,170,48,17
46,unknown_13,745,170,16,16
40,unknown_10,769,170,34,24
41,);,813,170,21,24
48,unknown_14,55,197,14,24
49,pkcoZumns.add,55,224,153,24
50,col,216,224,38,20
51,);,262,224,21,24
52,unknown_15,11,251,15,24
