,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,modifyRoleIncache,140,35,198,24
3,Role,346,35,48,20
4,role,401,35,54,23
5,string,465,35,69,24
6,orgRoLename,540,35,124,24
7,unknown_0,672,35,12,24
8,{,692,35,15,24
10,Set,54,62,37,19
11,users,98,62,58,17
12,=,162,62,16,13
9,role.getUsers();,185,62,174,24
13,for,54,116,37,20
14,unknown_1,99,116,12,24
21,Iterator,120,116,90,19
15,iter,216,116,48,20
22,=,270,116,16,13
16,"users,iterator();",292,116,186,24
17,iter,486,116,164,24
18,hasNext();,486,116,164,24
19,unknown_2,661,116,12,24
20,{,682,116,14,24
27,User,98,143,47,19
29,user,152,143,47,17
30,=,205,143,16,13
23,unknown_3,229,143,12,24
28,User,249,143,47,19
24,unknown_4,305,143,12,24
25,iter,324,143,132,24
26,next();,324,143,132,24
31,userDetailsIncache,98,170,207,24
33,user,314,170,47,17
32,);,370,170,21,24
34,unknown_5,55,197,14,24
35,for,54,224,37,20
36,unknown_6,99,224,12,24
43,Iterator,120,224,90,19
37,iter,216,224,48,20
44,=,270,224,16,13
38,role.getRescs().iterator();,293,224,293,24
39,iter,594,224,164,24
40,hasNext();,594,224,164,24
41,unknown_7,770,224,11,24
42,{,790,224,14,24
49,Resource,98,251,91,19
51,resource,196,251,90,17
52,=,292,251,16,13
45,unknown_8,315,251,12,24
50,Resource,335,251,92,19
46,unknown_9,435,251,11,24
47,iter,454,251,132,24
48,next();,454,251,132,24
53,resourceDetailsIncache,99,278,250,24
55,resource,358,278,90,17
54,);,456,278,22,24
56,unknown_10,55,305,14,24
57,unknown_11,11,332,15,24
