,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,testsetchkEvtID(),141,35,186,24
3,{,336,35,15,24
4,System.out.println(,54,62,208,24
5,"""setchkEVtID""",272,62,142,20
6,);,424,62,21,24
7,string,54,116,70,24
8,ChkEvtID,130,116,92,20
10,=,227,116,16,13
9,unknown_0,250,116,33,23
11,Email_DBImpl,55,143,134,24
12,instance,195,143,91,20
15,=,292,143,16,13
14,new,314,143,38,17
13,Email_DBImpl();,357,143,164,24
16,instance.setChkEvtID(,54,197,230,24
17,ChkEvtID,292,197,92,20
18,);,391,197,22,24
19,unknown_1,54,251,27,20
29,TODO,86,251,49,19
20,review,142,251,69,20
21,the,217,251,37,20
22,generated,260,251,101,24
30,test,368,251,47,19
23,code,422,251,48,20
24,and,476,251,36,20
32,remove,520,251,69,17
25,the,595,251,37,20
26,default,638,251,79,20
27,call,724,251,48,20
31,to,779,251,26,19
28,fail-,810,251,56,20
33,fail(,54,278,57,24
34,"""The",120,278,47,20
38,test,174,278,46,19
39,case,227,278,48,17
35,is,281,278,26,20
40,a,314,278,16,17
36,prototype_,336,278,121,24
37,);,467,278,21,24
41,unknown_2,11,305,15,24
