,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,testInvoke(),141,35,132,24
3,throws,282,35,68,20
4,Exception,357,35,101,24
5,{,466,35,14,24
6,transport.setRemoteService,55,62,294,24
7,"""TravelProcess""",358,62,164,20
8,);,532,62,21,24
9,callsetoperation(,54,89,197,24
10,"""initiate""",261,89,110,20
11,);,381,89,21,24
12,calladdParameter(,54,116,197,24
13,"""x""",261,116,43,23
17,XMLType,313,116,207,23
18,"XSD_STRING,",313,116,207,23
19,1,313,116,207,23
14,ParameterMode,530,116,177,20
15,In,530,116,177,20
16,);,716,116,21,24
20,callsetReturnType,54,143,208,24
22,XMLType,270,143,200,23
23,XSD_STRING,270,143,200,23
21,);,478,143,21,24
24,string,54,197,70,24
25,result,131,197,68,20
35,=,205,197,16,13
26,unknown_0,229,197,12,24
27,String,249,197,69,24
28,unknown_1,327,197,11,24
29,call.invoke,346,197,132,24
34,new,487,197,38,17
30,Object[],529,197,89,24
31,{,628,197,14,24
32,"""anything""",650,197,110,24
33,});,768,197,34,24
36,assertEquals(,54,251,143,24
39,DUMMY,206,251,141,22
40,"RESULT,",206,251,141,22
37,result,358,251,68,20
38,);,435,251,21,24
41,unknown_2,11,278,15,24
