,word,x,y,width,height
0,private,12,35,80,24
1,string,97,35,70,24
2,getUserNameFromcookie(),173,35,252,24
3,throws,433,35,69,20
4,Exception,508,35,102,24
5,{,617,35,15,24
6,string,54,62,70,24
8,userName,130,62,91,19
9,=,227,62,16,13
7,null;,249,62,56,23
10,unknown_0,54,89,27,20
11,get,87,89,36,23
12,user,130,89,48,17
13,name,184,89,48,17
14,Cookie[],54,116,89,24
15,cookies,152,116,80,20
18,=,238,116,16,13
16,servletRequest,260,116,304,24
17,getcookies();,260,116,304,24
19,for,54,170,37,20
20,unknown_1,99,170,12,24
21,int,119,170,37,20
22,1,162,170,16,20
31,=,184,170,16,13
29,0;,206,170,23,22
23,1,238,170,16,20
30,unknown_3,259,170,16,16
24,cookies,281,170,88,20
25,Zength;,369,170,76,24
26,i++,454,170,37,20
27,unknown_2,499,170,12,24
28,{,520,170,14,24
32,Cookie,97,197,70,20
33,cookie,173,197,70,20
37,=,249,197,16,13
34,cookies[,270,197,90,24
35,1,368,197,16,20
36,J;,390,197,23,24
38,if,98,251,26,20
39,unknown_4,132,251,11,24
40,cookie,152,251,69,20
46,!=,230,251,24,19
41,null,260,251,48,20
47,&&,313,251,28,19
42,cookie.getName().equals(,346,251,262,24
43,"""platform.username""",617,251,208,24
44,)),834,251,23,24
45,unknown_5,865,251,15,24
48,String,141,278,69,24
49,value,216,278,59,20
51,=,281,278,16,13
50,cookie.getValue();,303,278,196,24
57,userName,141,305,91,19
58,=,238,305,16,13
52,DesEncrypter,260,305,283,24
53,getInstance(),260,305,283,24
54,decrypt,544,305,96,24
55,value,648,305,59,20
56,);,715,305,22,24
59,break;,141,332,67,23
60,unknown_6,98,359,14,24
61,unknown_7,55,386,14,24
62,return,55,414,69,19
63,userName;,130,414,99,22
64,unknown_8,11,440,15,24
