word,predicted_word,x,y,width,height
public,public,12,35,69,24
String,string,86,35,70,24
showLatestPlan(),showLatestPlan(),163,35,175,24
{,{,347,35,14,24
//,//,54,62,27,20
clear,clear,87,62,58,20
previous,previous,152,62,90,24
protocols,protocols,249,62,101,24
mCurrPlanProt,mcurrPlanProt,54,89,145,20
=,=,205,89,16,13
null;	,null;,228,89,55,23
try,try,55,116,37,23
{,{,98,116,15,24
PatientController,Patientcontroller,98,143,188,20
han,han,292,143,37,20
=,=,335,143,16,13
new,new,357,143,38,17
PatientController,Patientcontroller,400,143,197,24
mCurrPatient,mCurrPatient,605,143,134,20
);,);,748,143,21,24
NutPlan,NutPlan,98,170,80,20
plan,plan,184,170,48,24
=,=,238,170,16,13
han.getLatestNutritionPlan();,han.getLatestNutritionPlan();,260,170,315,24
NutritionController,Nutritioncontroller,98,197,209,20
controller,controller,314,197,112,20
=,=,432,197,16,13
NutritionController,Nutritioncontroller,454,197,316,24
NutPlan,editPlan(,454,197,316,24
plan,plan,779,197,47,24
);,);,834,197,22,24
mCurrPlanProt,mCurrPlanProt,97,251,145,20
=,=,249,251,16,13
WebPlanProtocol.createPlan(,WebPlanProtocol.createPlan(,269,251,296,24
controller,controller,573,251,120,23
plan,plan,703,251,55,24
mCurrPatient,mCurrPatient,767,251,134,20
);,);,910,251,21,24
return,return,99,278,68,19
"""success"";","""success"";",174,278,109,23
},},55,332,14,24
catch,catch,76,332,58,20
(,(,143,332,11,24
Exception,Exception,163,332,101,24
e,e,270,332,16,17
),),294,332,12,24
{,{,314,332,15,24
e,e,98,359,218,24
e.printStackTrace();,printstackTrace();,98,359,218,24
},},55,386,14,24
return,return,55,413,69,19
"""failure"";","failure""",131,413,109,23
},},11,440,15,24
