,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,setcombo_,141,35,164,24
3,Value,141,35,164,24
4,string,313,35,70,24
5,val,389,35,38,20
6,unknown_0,435,35,11,24
7,{,455,35,14,24
8,If,55,62,26,20
9,unknown_1,88,62,23,24
10,val,119,62,38,20
27,==,162,62,27,13
11,null,195,62,48,20
12,unknown_2,252,62,9,24
13,unknown_3,263,62,9,24
14,equals(,282,62,110,24
15,val,400,62,37,20
16,)),445,62,23,24
26,&&,475,62,28,19
17,unknown_4,510,62,12,24
18,Combo_Value,529,62,124,22
28,==,659,62,27,13
19,null,692,62,48,20
20,unknown_5,749,62,9,24
21,unknown_6,760,62,9,24
22,equals(,779,62,110,24
23,Combo_Value,897,62,124,22
24,))),1029,62,33,24
25,{,1070,62,15,24
29,return;,99,90,76,22
30,unknown_7,55,116,14,24
31,if,54,143,27,20
32,unknown_8,88,143,23,24
33,val,119,143,38,20
50,==,162,143,27,13
34,null,195,143,48,20
35,unknown_9,251,143,12,24
36,unknown_10,274,143,9,24
37,unknown_11,285,143,8,24
38,unknown_12,305,143,11,24
39,Ival.equals(,328,143,129,24
40,Combo_Value,465,143,124,22
41,)),597,143,22,24
42,unknown_13,630,143,9,24
43,unknown_14,641,143,9,24
44,unknown_15,661,143,12,24
45,updatestatus,681,143,134,24
51,==,821,143,27,13
48,NULL_INT_,854,143,156,21
49,VALUE,854,143,156,21
46,)),1018,143,22,24
47,{,1049,143,15,24
52,Combo_Value,97,170,124,22
54,=,227,170,16,13
53,val;,248,170,46,23
55,updatestatus,98,197,134,24
57,=,238,197,16,13
56,UPDATED;,260,197,88,22
58,unknown_16,55,224,14,24
59,unknown_17,11,251,15,24
