,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,addUIDeployment,141,35,175,24
3,SandUIDeployment,324,35,177,24
4,uidep,509,35,58,24
5,unknown_0,575,35,12,24
6,unknown_1,595,35,15,24
7,SandUIDeployment[],54,62,197,24
8,olduis,260,62,69,20
10,=,335,62,16,13
9,getSandUIDeployments();,357,62,250,24
11,SandUIDeployment[],54,89,197,24
12,newuis,260,89,69,20
20,=,335,89,16,13
19,new,357,89,38,17
13,SandUIDeployment[,400,89,187,24
14,olduis,594,89,78,20
15,Zength,671,89,68,24
18,unknown_2,745,89,16,16
17,1,767,89,16,19
16,J;,790,89,22,24
21,Systemarraycopy,54,116,187,24
22,"olduis,",249,116,77,23
27,0,335,116,23,22
23,newuis_,368,116,76,23
28,0,454,116,23,22
24,olduis,486,116,78,20
25,Zength,563,116,68,24
26,);,640,116,21,24
29,newuis[,55,143,79,24
30,olduis,141,143,77,20
31,length,218,143,68,24
32,unknown_3,293,143,12,24
34,=,313,143,16,13
33,uidep;,336,143,66,24
35,setSandUIDeployments,55,170,229,24
36,newuis,292,170,69,20
37,);,370,170,21,24
38,unknown_4,11,197,15,24
