,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,saveToFile,141,35,121,24
3,File,271,35,48,20
4,f,324,35,16,20
5,unknown_0,348,35,12,24
6,{,368,35,15,24
8,try,55,62,37,23
7,{,98,62,15,24
9,Fileoutputstream,98,89,178,24
10,file,281,89,48,20
15,=,335,89,16,13
14,new,357,89,38,17
11,Fileoutputstream(,400,89,186,24
12,f,594,89,16,20
13,);,618,89,22,24
16,saveToFile,98,116,121,24
17,file,227,116,48,20
18,);,283,116,22,24
19,file.close();,98,143,142,24
20,unknown_1,55,170,14,24
21,catch,76,170,58,20
22,unknown_2,143,170,11,24
23,FileNotFoundException,163,170,231,24
26,e,400,170,16,17
24,unknown_3,424,170,11,24
25,{,444,170,15,24
27,e,98,197,218,24
28,printstackTrace();,98,197,218,24
29,unknown_4,55,224,14,24
30,catch,76,224,58,20
31,unknown_5,143,224,11,24
32,IOException,163,224,123,24
35,e,292,224,16,17
33,unknown_6,316,224,11,24
34,{,336,224,15,24
36,e,98,251,218,24
37,printstackTrace();,98,251,218,24
38,unknown_7,55,278,14,24
39,unknown_8,11,305,15,24
