,word,x,y,width,height
0,public,12,35,69,24
11,final,54,35,59,20
1,void,86,35,48,20
12,IErrorDescription[],120,35,207,24
2,addErrors,141,35,110,24
3,string,259,35,70,24
4,"lel,",335,35,34,23
16,msg,335,35,37,21
17,=,378,35,16,13
5,IErrorDescription,379,35,196,24
13,errors.get,400,35,122,24
14,el,530,35,26,20
15,);,564,35,22,24
9,unknown_1,576,35,9,10
10,unknown_2,587,35,9,10
8,error,605,35,59,17
6,unknown_0,672,35,12,24
7,{,692,35,15,24
18,unknown_3,54,89,27,20
35,errors.put,54,89,122,24
29,we,86,89,27,17
26,expect,119,89,69,23
36,"el,",184,89,34,23
19,that,195,89,47,20
41,msg,227,89,37,21
20,the,249,89,37,20
46,==,270,89,27,13
21,main,292,89,48,20
37,null,303,89,48,20
22,scenario,347,89,90,20
40,2,357,89,15,19
42,error,378,89,59,17
23,is,443,89,26,20
43,unknown_6,446,89,10,17
38,merge,465,89,67,24
27,to,476,89,26,19
24,add,508,89,37,20
44,"msg,",540,89,45,21
25,only,551,89,49,24
45,error,594,89,59,17
30,once,605,89,48,17
31,errors,659,89,70,17
39,));,661,89,33,24
32,per,735,89,37,21
28,property,779,89,98,23
33,unknown_4,879,89,9,10
34,unknown_5,889,89,10,10
47,unknown_7,11,143,15,24
