,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,connectionErroroccurred(,141,35,262,24
3,ConnectionEvent,411,35,166,20
6,event,584,35,58,19
4,unknown_0,651,35,11,24
5,{,671,35,15,24
7,logger,56,62,131,24
8,warn(,56,62,131,24
9,"""Received",196,62,100,20
10,Connection,303,62,112,20
18,Error,422,62,58,19
19,event,486,62,58,19
11,from,551,62,49,20
21,a,605,62,16,17
12,conection,627,62,102,20
13,in,735,62,26,20
14,pool,768,62,47,24
15,unknown_1,823,62,13,13
20,unknown_2,843,62,16,16
16,info.getName(),864,62,155,24
17,);,1029,62,21,24
22,if,54,116,27,20
23,unknown_3,88,116,12,24
24,"info,isRemoveOnExceptions()",108,116,295,24
25,unknown_4,413,116,12,24
26,unknown_5,433,116,15,24
27,checkIn(,98,143,89,24
28,event,195,143,195,24
29,"getSource(),",195,143,195,24
31,true,400,143,48,19
30,);,456,143,22,24
32,logger,99,170,131,24
33,warn(,99,170,131,24
34,removeonExceptions,239,170,209,24
39,==,454,170,27,13
38,true,487,170,55,22
35,closed,551,170,69,20
36,"connection""",627,170,122,20
37,);,759,170,21,24
40,unknown_6,55,197,14,24
41,unknown_7,11,224,15,24
