,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,addRotation(,141,35,132,24
3,Vector3f,280,35,93,20
4,"axis,",378,35,56,23
5,Angle,442,35,60,24
6,rotation,509,35,90,20
7,unknown_0,607,35,12,24
8,{,628,35,14,24
9,Quaternion,54,62,113,24
14,q,173,62,15,21
16,=,195,62,16,13
15,new,217,62,37,17
10,Quaternione,259,62,122,24
11,"rotation,_",390,62,98,23
12,axis,497,62,48,20
13,);,553,62,22,24
17,Matrix,54,89,70,20
18,result,131,89,68,20
24,=,205,89,16,13
23,new,228,89,37,17
19,Matrix(,270,89,79,24
21,"4,,",357,89,23,22
22,4,389,89,16,19
20,);,413,89,21,24
25,Matrix,54,116,70,20
26,quaternion,130,116,112,24
28,=,249,116,16,13
27,q.getRotationMatrix();,270,116,240,24
29,Matrixmultiply(,54,170,176,24
30,"matrix,",238,170,77,23
31,"q.getRotationMatrix(),",324,170,239,24
32,result,574,170,68,20
33,);,651,170,21,24
34,matrix,54,197,70,20
36,=,130,197,16,13
35,result;,153,197,76,23
37,unknown_1,11,224,15,24
