,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,testNegativeParseCases(),152,35,262,24
3,{,422,35,15,24
4,verbose,54,62,89,24
5,~-,153,62,144,24
6,>Negative,153,62,144,24
10,parse,303,62,59,21
9,tests,368,62,58,19
7,"START""",443,62,68,20
8,);,521,62,21,24
11,for,54,116,37,20
12,unknown_0,99,116,12,24
13,int,119,116,37,20
14,1,162,116,16,20
23,=,184,116,16,13
21,0;,206,116,23,22
15,1,238,116,16,20
22,unknown_2,259,116,16,16
16,negativeParseTests,282,116,206,24
17,length;,488,116,76,24
18,i++,573,116,37,20
19,unknown_1,618,116,12,24
20,{,638,116,15,24
24,parseFilter(,98,143,132,24
25,negativeParseTests[,238,143,209,24
26,1,454,143,16,20
27,"1,",477,143,21,24
28,false,508,143,59,20
29,);,575,143,21,24
30,unknown_3,55,170,14,24
31,unknown_4,54,197,27,20
32,This,86,197,48,20
33,used,141,197,47,20
41,to,195,197,26,19
34,fail,227,197,48,20
35,until,282,197,58,20
36,the,346,197,37,20
42,parser,390,197,68,21
43,was,464,197,38,17
37,rewritten,509,197,101,20
38,with,615,197,49,20
39,the,671,197,36,20
40,stack,714,197,58,20
44,unknown_5,54,224,27,20
45,stuff,87,224,59,20
53,SO,152,224,26,17
46,that,184,224,47,20
47,it,238,224,26,20
54,can,270,224,37,17
48,clean,314,224,58,20
55,up,379,224,26,21
49,partially,411,224,102,24
50,parsed,519,224,69,24
51,expression,594,224,113,24
52,trees,714,224,66,19
56,checkDelete();,54,251,154,24
57,unknown_6,33,278,14,24
