,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,show,141,35,56,24
5,contact,205,35,80,19
6,contact,292,35,80,19
3,unknown_0,381,35,11,24
4,{,401,35,14,24
7,logger,56,62,131,24
8,fine,56,62,131,24
9,"""Showing",196,62,90,24
10,edit,292,62,47,20
15,contact,346,62,80,19
11,dialog,432,62,70,24
12,for,508,62,37,20
16,contact:,551,62,88,19
13,unknown_1,650,62,13,13
18,unknown_2,670,62,16,16
17,contact,692,62,79,19
14,);,780,62,22,24
19,"this,contact",55,89,133,20
21,=,195,89,16,13
20,contact;,216,89,89,22
22,init();,54,116,78,24
23,setLocationRelativeTo(,55,143,240,24
24,context,303,143,188,20
25,mainFrame,303,143,188,20
26,);,499,143,22,24
27,optionPane,54,170,219,24
28,setValue,54,170,219,24
29,JoptionPane,282,170,339,24
30,UNINITIALIZED,282,170,339,24
31,VALUE,282,170,339,24
32,);,629,170,21,24
33,panel.setcontact,55,197,186,24
35,contact,249,197,79,19
34,);,337,197,22,24
36,panel.prepareForshow();,55,224,250,24
37,setvisible,55,251,121,24
39,true,184,251,48,19
38,);,240,251,22,24
40,unknown_3,11,278,15,24
