,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,testoccThm(),141,35,132,24
3,throws,282,35,68,20
4,Exception,357,35,101,24
5,{,466,35,14,24
6,final,54,62,59,20
9,IcontextRoot,120,62,133,19
10,context,260,62,79,19
14,=,346,62,16,13
7,ResourceUtils.createcontext,368,62,305,24
8,rodinProject,682,62,140,24
11,CTX,832,62,152,22
12,BARE,832,62,152,22
13,NAME,832,62,152,22
16,CST,11,89,200,21
17,1DECL_IREF_,11,89,200,21
18,THM,11,89,200,21
15,);,219,89,21,24
19,final,54,116,59,20
23,Iconstant,120,116,100,19
24,cst1,227,116,49,19
26,=,281,116,16,13
20,context,303,116,219,24
21,getconstant(,303,116,219,24
25,INTERNAL_ELEMENT1,530,116,188,21
22,);,726,116,22,24
27,final,54,143,59,20
28,IDeclaration,120,143,133,20
29,declCst1,260,143,91,20
34,=,357,143,16,13
30,newDecl(,379,143,89,24
32,"cst1,",476,143,55,22
33,CST1,540,143,49,19
31,);,597,143,21,24
35,final,54,170,59,20
36,IAxiom,120,170,69,20
37,thm,195,170,37,20
42,=,238,170,16,13
38,context,260,170,186,24
39,getAxiom,260,170,186,24
41,INTERNAL_ELEMENT1,455,170,188,21
40,);,651,170,21,24
43,final,54,197,59,20
49,Ioccurrence,120,197,123,19
44,OccRef,249,197,70,20
52,=,324,197,16,13
45,makeRefPred(,346,197,132,24
46,"thm,",487,197,44,23
50,"9,",540,197,23,22
51,"13,",573,197,33,22
47,declcst1,616,197,92,20
48,);,716,197,21,24
53,final,54,224,59,20
54,Bridgestub,119,224,113,24
55,tk,238,224,26,20
60,=,270,224,16,13
59,new,292,224,38,17
56,Bridgestub(,335,224,122,24
58,context,465,224,79,19
57,);,553,224,22,24
61,final,54,251,59,20
62,ContextIndexer,119,251,156,20
63,indexer,281,251,80,20
66,=,367,251,16,13
65,new,390,251,37,17
64,ContextIndexer();,432,251,186,24
67,assertTrue,54,305,122,24
68,indexer,184,305,154,24
69,index,184,305,154,24
70,tk,346,305,26,20
71,));,381,305,32,24
72,tkassertoccurrencesotherthanDecl(,55,359,369,24
75,"cst1,",432,359,56,22
73,OccRef,497,359,70,20
74,);,575,359,21,24
76,unknown_0,11,386,15,24
