word,predicted_word,x,y,width,height
public,public,12,35,69,24
boolean,boolean,87,35,80,20
checkDescendantM(,checkDescendantM(,173,35,186,24
Member,Member,368,35,69,20
aMember,aMember,443,35,88,23
Member,Member,540,35,70,20
dMember,dMember,616,35,80,20
),),705,35,11,24
{,{,725,35,15,24
mondrian.olap.Member,"mondrian,0lap",54,62,221,24
Member,Member,54,62,221,24
monMember,monMember,281,62,102,20
=,=,389,62,16,13
((,((,413,62,22,24
MondrianMember,MondrianMember,443,62,156,20
),),607,62,12,24
aMember,aMember,627,62,80,20
),),716,62,183,24
).getMonMember();,getMonMember();,716,62,183,24
mondrian.olap.Member,"mondrian,0lap",54,89,221,24
Member,Member,54,89,221,24
monDesc,mondesc,281,89,80,19
=,=,367,89,16,13
((,((,391,89,23,24
MondrianMember,MondrianMember,422,89,155,20
),),586,89,11,24
dMember,dMember,605,89,80,20
),),694,89,11,24
).getMonMember();,getMonMember();,706,89,171,24
if,if,54,143,27,20
(,(,88,143,12,24
monDesc,monDesc.,108,143,317,24
monDesc.isCalculatedInQuery(),iscalculatedInquery(),108,143,317,24
||,|,436,143,9,24
||,|,447,143,8,24
monDesc,mondesc.,465,143,165,24
monDesc.equals(,equals(,465,143,165,24
monMember,monMember,637,143,102,20
)),)),748,143,22,24
return,return,99,170,68,19
false;,false;,173,170,67,23
return,return,55,197,69,19
monDesc.isChildOrEqualTo(,"monDesc,isChildorEqualTo(",130,197,273,24
monMember,monMember,411,197,101,20
);,);,521,197,21,24
},},11,224,15,24
