,word,x,y,width,height
0,private,12,35,80,24
1,void,97,35,48,20
2,configBalanceRanking(,152,35,229,24
3,List<,390,35,58,20
8,IResponseto,454,35,124,23
9,unknown_2,584,35,15,16
10,responses_,606,35,108,21
4,String,724,35,69,24
5,filePath,800,35,91,20
6,unknown_0,899,35,12,24
7,unknown_1,919,35,15,24
11,PeerDAOFactory.getInstance().getAccountingDAO(),55,62,520,24
12,ZoadBalancesRanking(,574,62,218,24
13,filePath,800,62,91,20
14,);,899,62,21,24
15,long,56,89,46,24
16,frequence,108,89,103,24
21,=,216,89,16,13
17,Accountingconstants_,237,89,435,24
18,RANKING,237,89,435,24
19,SAVING,237,89,435,24
20,FREQ;,237,89,435,24
22,ScheduleActionwithFixedDelayResponseto,54,143,416,24
24,to,476,143,26,19
26,=,508,143,16,13
25,new,530,143,38,17
23,ScheduleActionwithFixedDelayResponseTo();,573,143,445,24
27,to.setActionName,55,170,186,24
29,Peerconstants,249,170,448,21
30,SAVE,249,170,448,21
31,ACCOUNTING,249,170,448,21
32,ACTION_,249,170,448,21
33,NAME,249,170,448,21
28,);,705,170,21,24
34,to.setDelay(,55,197,132,24
35,frequence,195,197,102,24
36,);,305,197,21,24
37,to.setTimeUnit(,55,224,164,24
38,TimeUnit,227,224,178,20
39,SECONDS,227,224,178,20
40,);,413,224,21,24
41,"responses,add",55,278,153,24
43,to,217,278,26,19
42,);,251,278,21,24
44,unknown_3,11,305,15,24
