,word,x,y,width,height
0,private,12,35,80,24
1,void,97,35,48,20
2,addRelativeHeaders,152,35,207,24
7,Response,368,35,91,23
8,response_,466,35,97,21
3,int,573,35,36,20
4,timeInSeconds,617,35,144,20
5,unknown_0,769,35,12,24
6,{,790,35,14,24
9,response.setHeader,55,62,207,24
14,CACHE,270,62,228,22
15,"CONTROL_HEADER,",270,62,228,22
10,String.format,508,62,154,24
11,"""max-age-%d""",671,62,141,24
12,timeInSeconds,822,62,144,20
13,));,975,62,32,24
16,Calendar,54,89,91,20
17,expires,152,89,80,24
20,=,238,89,16,13
18,Calendar,259,89,251,24
19,getInstance();,259,89,251,24
21,expires.add,54,116,133,24
22,Calendar,195,116,174,23
23,"SECOND,",195,116,174,23
24,timeInSeconds,379,116,144,20
25,);,532,116,21,24
26,response.setHeader,55,143,207,24
27,"""Expires""",272,143,108,24
28,DATE_FORMAT,389,143,208,24
29,format,389,143,208,24
30,expires,605,143,80,24
31,));,694,143,32,24
32,unknown_1,11,170,15,24
