,word,x,y,width,height
0,public,12,35,69,24
1,void,86,35,48,20
2,messageSent,140,35,133,24
5,MessageEvent,281,35,134,23
6,e,422,35,15,17
3,unknown_0,445,35,12,24
4,{,466,35,14,24
7,string,54,62,70,24
9,str,131,62,36,19
10,=,173,62,16,13
8,"e,getMessage();",195,62,164,24
11,if,54,116,27,20
12,unknown_1,88,116,12,24
13,str,109,116,142,24
14,endsWith(,109,116,142,24
17,DIR,260,116,102,21
18,ADDED,260,116,102,21
15,)),370,116,22,24
16,{,401,116,15,24
26,str,98,143,36,19
30,=,141,143,16,13
19,str,163,143,153,24
20,substring(,163,143,153,24
27,DIRECTORY,325,143,109,19
21,"Length(),",434,143,97,24
22,str,541,143,132,24
23,indexof(,541,143,132,24
28,DIR,681,143,102,21
29,ADDED,681,143,102,21
24,)),791,143,22,24
25,trim();,814,143,85,24
31,createCvsFiles,98,170,164,24
33,str,271,170,36,19
32,);,316,170,21,24
34,unknown_2,55,197,14,24
35,super,55,224,196,24
36,messageSent,55,224,196,24
38,e,260,224,15,17
37,);,283,224,22,24
39,unknown_3,11,251,15,24
