,word,x,y,width,height
0,private,12,35,80,24
1,void,97,35,48,20
2,saveSetting(,152,35,132,24
3,customProperties,292,35,177,24
6,prop,476,35,48,21
4,unknown_0,532,35,11,24
5,{,552,35,15,24
7,prop.setProperty(,55,62,186,24
8,"""avalanchefever",250,62,281,24
9,"gametype""",250,62,281,24
11,mapSet,540,62,69,23
10,);,618,62,22,24
12,prop.setProperty(,55,89,186,24
13,"""avalanchefever",250,89,313,24
14,"outlinetype""",250,89,313,24
15,outlinetype,573,89,124,24
16,);,705,89,21,24
17,prop.setProperty(,55,116,186,24
18,"""avalanchefever",250,116,292,23
19,"numcolors""",250,116,292,23
20,numcolors,552,116,101,20
21,);,661,116,22,24
22,prop.setProperty(,55,143,186,24
23,"""avalanchefever",250,143,270,23
24,"version""",250,143,270,23
25,version,529,143,81,20
26,);,618,143,22,24
27,prop.setProperty(,55,170,186,24
28,"""avalanchefever",250,170,367,24
29,"chaindisplayType""",250,170,367,24
30,chaindisplayType,627,170,178,24
31,);,813,170,21,24
32,prop.setProperty(,55,197,186,24
33,"""avalanchefever",250,197,302,24
34,"bigDisplay""",250,197,302,24
35,bigDisplay,563,197,112,24
36,);,683,197,21,24
37,unknown_1,11,224,15,24
