word,occurrence,tree_parts
public,0,"['function', 'type', 'specifier']"
void,0,"['function', 'type', 'name']"
testOneTwoThreeCreateCycle,0,"['function', 'name']"
throws,0,"['function', 'throws']"
Exception,0,"['function', 'throws', 'argument', 'expr', 'name']"
IRodinFile,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'type', 'name']"
ctx,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'name']"
=,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'init']"
createRodinFile,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'init', 'expr', 'call', 'name']"
"""P/x.ctx""",0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'init', 'expr', 'call', 'argument_list', 'argument', 'expr', 'literal']"
createDependency,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name']"
ctx,1,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'argument_list', 'argument', 'expr', 'name']"
"""y""",0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'argument_list', 'argument', 'expr', 'literal']"
createData,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name']"
ctx,2,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'argument_list', 'argument', 'expr', 'name']"
"""one""",0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'argument_list', 'argument', 'expr', 'literal']"
ctx,3,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name', 'name']"
save,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name', 'name']"
null,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'argument_list', 'argument', 'expr', 'literal']"
TRUE,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'argument_list', 'argument', 'expr', 'literal']"
runBuilder,0,"['function', 'block', 'block_content', 'expr_stmt', 'expr', 'call', 'name']"
IRodinFile,1,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'type', 'name']"
cty,0,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'name']"
=,1,"['function', 'block', 'block_content', 'decl_stmt', 'decl', 'init']"
