word,occurrence,tree_parts
public,0,"['function', 'type', 'specifier']"
void,0,"['function', 'type', 'name']"
clearFieldersFromField,0,"['function', 'name']"
// clear all fielders from field,0,"['function', 'block', 'block_content', 'comment']"
for,0,"['function', 'block', 'block_content', 'for']"
int,0,"['function', 'block', 'block_content', 'for', 'control', 'init', 'decl', 'type', 'name']"
i,0,"['function', 'block', 'block_content', 'for', 'control', 'init', 'decl', 'name']"
=,0,"['function', 'block', 'block_content', 'for', 'control', 'init', 'decl', 'init']"
0,0,"['function', 'block', 'block_content', 'for', 'control', 'init', 'decl', 'init', 'expr', 'literal']"
i,1,"['function', 'block', 'block_content', 'for', 'control', 'condition', 'expr', 'name']"
<,0,"['function', 'block', 'block_content', 'for', 'control', 'condition', 'expr', 'operator']"
boardXDimension,0,"['function', 'block', 'block_content', 'for', 'control', 'condition', 'expr', 'name']"
i,2,"['function', 'block', 'block_content', 'for', 'control', 'incr', 'expr', 'name']"
++,0,"['function', 'block', 'block_content', 'for', 'control', 'incr', 'expr', 'operator']"
for,1,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for']"
int,1,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'init', 'decl', 'type', 'name']"
j,0,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'init', 'decl', 'name']"
=,1,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'init', 'decl', 'init']"
0,1,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'init', 'decl', 'init', 'expr', 'literal']"
j,1,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'condition', 'expr', 'name']"
<,1,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'condition', 'expr', 'operator']"
boardYDimension,0,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'condition', 'expr', 'name']"
j,2,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'incr', 'expr', 'name']"
++,1,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'incr', 'expr', 'operator']"
for,2,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for']"
int,2,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'init', 'decl', 'type', 'name']"
a,0,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'init', 'decl', 'name']"
=,2,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'init', 'decl', 'init']"
0,2,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'init', 'decl', 'init', 'expr', 'literal']"
a,1,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'condition', 'expr', 'name']"
<,2,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'condition', 'expr', 'operator']"
boardZDimension,0,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'condition', 'expr', 'name']"
a,2,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'incr', 'expr', 'name']"
++,2,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'control', 'incr', 'expr', 'operator']"
cricketFieldPositions,0,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'name']"
i,3,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'index', 'expr', 'name']"
j,3,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'index', 'expr', 'name']"
a,3,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'expr_stmt', 'expr', 'name', 'index', 'expr', 'name']"
=,3,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'expr_stmt', 'expr', 'operator']"
0,3,"['function', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'for', 'block', 'block_content', 'expr_stmt', 'expr', 'literal']"
