word,predicted_word,x,y,width,height
public,public,12,35,69,24
Command,Command,86,35,81,20
getBackCommand12(),getBackcommand12(),173,35,198,24
{,{,379,35,15,24
if,if,54,62,27,20
(,(,88,62,12,24
backCommand12,backcommand12,109,62,144,20
==,==,259,62,27,13
-----------,,292,62,48,20
),),348,62,12,24
}//GEN-BEGIN:,{I/GEN-END:,368,62,120,24
{//GEN-END:|264-getter|0|264-preInit,1264-getter|0|264-preInit,490,62,270,24
//,//,98,89,26,20
write,write,129,89,60,20
pre-init,pre-init,195,89,90,24
user,user,292,89,48,17
code,code,346,89,48,20
here,here,400,89,48,20
backCommand12,backCommand12,98,116,145,20
=,=,249,116,16,13
new,new,271,116,37,17
Command(,Command(,313,116,90,24
"""OK"",","""oK""",412,116,54,23
Command,Command,475,116,142,23
-----------,"BACK,",475,116,142,23
0,0,627,116,16,19
);//GEN-LINE:,);//GEN-LINE,651,116,140,24
|,|,803,116,9,24
264-getter,264-getter,821,116,113,23
|,|,944,116,8,24
1,1,962,116,16,19
|,|,987,116,9,24
264-postInit,264-postInit,1005,116,133,24
//,//,98,143,26,20
write,write,129,143,60,20
post-init,post-init,195,143,101,24
user,user,303,143,47,17
code,code,357,143,48,20
here,here,411,143,48,20
-----------,}/GEN,55,170,141,24
-----------,"""",55,170,141,24
}//GEN-BEGIN:,BEGIN:,55,170,141,24
|,|,209,170,9,24
264-getter,264-getter,227,170,113,23
|,|,349,170,9,24
2,2,368,170,15,19
|,|,393,170,8,24
return,return,55,197,69,19
backCommand12;,backcommand12;,130,197,153,23
},},11,224,15,24
