word,predicted_word,x,y,width,height
private,private,12,35,80,24
void,void,97,35,48,20
readFromFile(),readFromFile(),153,35,153,24
{,{,314,35,15,24
try,try,55,62,37,23
{,{,98,62,15,24
FileReader,FileReader,98,89,112,20
fr,fr,216,89,26,20
=,=,249,89,16,13
new,new,271,89,37,17
FileReader,FileReader,314,89,121,24
this.credentials,"this,credentials",444,89,176,20
);,);,629,89,21,24
BufferedReader,BufferedReader,98,116,155,20
br,br,260,116,26,20
=,=,292,116,16,13
new,new,314,116,38,17
BufferedReader,BufferedReader,357,116,165,24
fr,fr,530,116,26,20
);,);,564,116,22,24
this.username,this.username,98,143,145,20
=,=,249,143,16,13
br,br,271,143,153,24
br.readLine();,readLine();,271,143,153,24
-----------,this,98,170,144,24
this.password,password,98,170,144,24
=,=,249,170,16,13
br,br,271,170,153,24
br.readLine();,readLine();,271,170,153,24
br,br,98,197,120,24
fr.close();,close();,98,197,120,24
fr.close();,fr.close();,98,224,120,24
},},55,251,14,24
catch,catch,54,278,59,20
(,(,121,278,12,24
Exception,Exception,141,278,101,24
e,e,249,278,16,17
),),273,278,11,24
{,{,293,278,14,24
this.username,this.username,98,305,145,20
=,=,249,305,16,13
""""";",""""":",272,305,33,23
-----------,this,98,332,144,24
this.password,password,98,332,144,24
=,=,249,332,16,13
""""";",""""":",272,332,33,23
},},55,359,14,24
},},11,386,15,24
