word,predicted_word,x,y,width,height
public,public,12,35,69,24
WebImage,WebImage,86,35,92,24
getImageWithSource(,getImagewithsource,184,35,208,24
String,String,400,35,69,24
source,source,476,35,69,17
),),553,35,12,24
{,{,574,35,14,24
WebImage[],WebImage[],53,62,112,24
images,images,173,62,69,24
=,=,249,62,16,13
getImages();,getImages();,270,62,132,24
for,for,54,116,37,20
(,(,99,116,12,24
int,int,119,116,37,20
i,i,162,116,16,20
=,=,184,116,16,13
0;,0;,206,116,23,22
i,i,238,116,16,20
<,<,259,116,16,16
images,images,281,116,77,24
-----------,Zength;,358,116,76,24
i++,i++,443,116,38,20
),),489,116,11,24
{,{,509,116,15,24
if,if,98,143,26,20
(,(,132,143,11,24
HttpUnitUtils.matches(,HttpUnitutils,152,143,240,24
images,matches,152,143,240,24
source,source,401,143,76,20
images[,images[,486,143,80,24
i,i,573,143,16,20
i,i,596,143,142,24
].getSource(),getSource(),596,143,142,24
)),)),748,143,22,24
return,return,779,143,68,19
images[,images[,854,143,79,24
i,i,940,143,16,20
-----------,J;,963,143,22,24
},},55,170,14,24
return,return,55,197,69,19
null;,null;,130,197,56,23
},},11,224,15,24
