word,predicted_word,x,y,width,height
public,public,12,35,69,24
Command,Command,86,35,81,20
getBackCommand2(),getBackcommandz(),173,35,187,24
{,{,368,35,15,24
if,if,54,62,27,20
(,(,88,62,12,24
backCommand2,backcommand2,109,62,134,20
==,==,249,62,26,13
-----------,,282,62,47,20
),),337,62,12,24
-----------,{I/GEN,358,62,119,24
=,=,358,62,119,24
-----------,END:,358,62,119,24
|,|,490,62,9,24
92-getter,233-getter,508,62,112,23
|,|,630,62,9,24
0,0,648,62,16,19
|,|,674,62,8,24
92-postInit,233-preInit,692,62,122,24
//,//,98,89,26,20
write,write,129,89,60,20
pre-init,pre-init,195,89,90,24
user,user,292,89,48,17
code,code,346,89,48,20
here,here,400,89,48,20
backCommand2,backcommand2,98,116,134,20
=,=,238,116,16,13
new,new,260,116,38,17
Command(,Command(,303,116,89,24
-----------,"""ok""",401,116,54,23
Command,Command,465,116,141,23
-----------,"BACK,",465,116,141,23
0,0,616,116,16,19
);//GEN-LINE:|,);//GEN-LINE,640,116,140,24
|,|,792,116,9,24
92-getter,233-getter,810,116,113,23
|,|,933,116,9,24
1,1,951,116,16,19
|,|,976,116,9,24
92-postInit,233-postInit,994,116,134,24
//,//,98,143,26,20
write,write,129,143,60,20
post-init,post-init,195,143,101,24
user,user,303,143,47,17
code,code,357,143,48,20
here,here,411,143,48,20
-----------,}/GEN,55,170,141,24
-----------,"""",55,170,141,24
}//GEN-BEGIN:|,BEGIN:,55,170,141,24
|,|,209,170,9,24
92-getter,233-getter,227,170,113,23
|,|,349,170,9,24
2,2,368,170,15,19
|,|,393,170,8,24
return,return,55,197,69,19
backCommand2;,backcommand2;,130,197,142,23
},},11,224,15,24
