word,predicted_word,x,y,width,height
public,public,12,35,69,24
Command,Command,86,35,81,20
getBackCommand2(),getBackcommandz(),173,35,187,24
{,{,368,35,15,24
if,if,54,62,27,20
(,(,88,62,12,24
backCommand2,backcommand2,109,62,134,20
==,==,249,62,26,13
-----------,,282,62,47,20
),),337,62,12,24
-----------,{I/GEN,358,62,119,24
=,=,358,62,119,24
-----------,END:,358,62,119,24
-----------,192-getter|0|92-preInit,479,62,249,24
//,//,98,89,26,20
write,write,129,89,60,20
pre-init,pre-init,195,89,90,24
user,user,292,89,48,17
code,code,346,89,48,20
here,here,400,89,48,20
backCommand2,backcommand2,98,116,134,20
=,=,238,116,16,13
new,new,260,116,38,17
Command(,Command(,303,116,89,24
-----------,"Back""",401,116,76,23
Command,Command,486,116,142,23
-----------,BACK_,486,116,142,23
1,1,486,116,142,23
0,0,638,116,15,19
);//GEN-LINE:,);//GEN-LINE,661,116,140,24
|,|,803,116,9,24
233-getter,92-getter,821,116,102,23
|,|,933,116,9,24
1,1,951,116,16,19
|,|,976,116,9,24
233-postInit,92-postInit,994,116,123,24
//,//,54,143,27,20
write,write,86,143,60,20
post-init,post-init,152,143,101,24
user,user,260,143,47,17
code,code,314,143,48,20
here,here,368,143,48,20
-----------,}/GEN,55,170,141,24
-----------,"""",55,170,141,24
}//GEN-BEGIN:,BEGIN:,55,170,141,24
|,|,198,170,9,24
233-getter,92-getter,216,170,102,23
|,|,328,170,9,24
2,2,346,170,15,19
|,|,371,170,9,24
return,return,55,197,69,19
backCommand2;,backcommand2;,130,197,142,23
},},11,224,15,24
