participant_id,function_name,function_id,task,summary,how_accurate,missing_info,unnecessary_info
006,updateGain,26215341,writing,,,,
006,init,34413808,writing,,,,
006,print,2896279,writing,,,,
006,BFSdist,44521080,writing,,,,
006,updateSchema,4627680,writing,,,,
006,testGetCodigo,11950130,writing,,,,
006,setCombo_Value,19344536,writing,,,,
006,abstractMatrix3D,12723449,writing,,,,
006,addToTechnicalComment,31203037,writing,,,,
006,countQuery,19282261,writing,,,,
006,appendDeclarations,36405409,writing,,,,
006,resolve,26494825,writing,,,,
participant_id,function_name,function_id,task,summary,how_accurate,missing_info,unnecessary_info
participant_id,function_name,function_id,task,summary,how_accurate,missing_info,unnecessary_info
participant_id,function_name,function_id,task,summary,how_accurate,missing_info,unnecessary_info
participant_id,function_name,function_id,task,summary,how_accurate,missing_info,unnecessary_info
participant_id,function_name,function_id,task,summary,how_accurate,missing_info,unnecessary_info
participant_id,function_name,function_id,task,summary,how_accurate,missing_info,unnecessary_info
006,updateGain,26215341,writing,,,,
006,testOccThm,19498298,writing,,,,
006,print,2896279,writing,,,,
006,updateSchema,4627680,writing,,,,
006,add,4114383,writing,,,,
006,testGetCodigo,11950130,writing,,,,
006,addToTechnicalComment,31203037,writing,,,,
006,setCombo_Value,19344536,writing,,,,
006,abstractMatrix3D,12723449,writing,,,,
006,iconify,43303607,writing,,,,
006,doOutput,26501411,writing,,,,
006,init,34413808,writing,,,,
006,resolve,26494825,writing,,,,
participant_id,function_name,function_id,task,summary,how_accurate,missing_info,unnecessary_info
participant_id,function_name,function_id,task,summary,how_accurate,missing_info,unnecessary_info
006,testValidateSeparationCount,26285656,writing,,,,
006,countQuery,19282261,writing,,,,
006,getCollaborateCollection,250694,writing,,,,
006,testNegativeParseCases,31696447,writing,,,,
006,documentLoadingCompleted,3934822,writing,,,,
006,go,14477536,writing,,,,
006,swapItems,36634895,writing,,,,
006,setGenJarDir,31789275,writing,,,,
006,connectionErrorOccurred,26412118,writing,,,,
006,openNewContainerWindow,34413723,writing,,,,
006,getFiles,4280405,writing,,,,
006,setSecurityMode,38737384,writing,,,,
006,setTopAttributes,22628734,reading,,,,
006,tellAgain,18912425,reading,,,,
006,wndPreferences,38184555,reading,,,,
006,configBalanceRanking,40778768,reading,,,,
006,makeCenter,34426756,reading,,,,
participant_id,function_name,function_id,task,summary,how_accurate,missing_info,unnecessary_info
participant_id,function_name,function_id,task,summary,how_accurate,missing_info,unnecessary_info
participant_id,function_name,function_id,task,summary,how_accurate,missing_info,unnecessary_info
006,resetSchedConflict,1736289,reading,,,,
006,getApplicableLaw,39298970,reading,,,,
006,setButtonText,48209810,reading,,,,
006,modifyRoleInCache,1118165,reading,,,,
006,compareTo,17121898,reading,,,,
006,saveSetting,46026508,reading,,,,
participant_id,function_name,function_id,task,summary,how_accurate,missing_info,unnecessary_info
006,getEffect,47571922,reading,,,,
